col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,class
1.0000000000,12.0000000000,0.8819290790,0.4249161570,0.9032223670,0.1733059140,0.7910053720,0.4761835240,0.6811758410,0.9058438520,0.8284154660,0.0837173290,0.5205666510,0.0729153460,0.9480946850,0.9996158910,0.7284591150,0.2858883560,0.2108896430,0.8335898680,1.0000000000
1.0000000000,13.0000000000,0.9610102620,0.9769068060,0.8579287730,0.6149712270,0.6155159290,0.3527692040,0.8339600060,0.0950917490,0.2308925420,0.9548332780,0.5771817490,0.7835114300,0.5304246450,0.1751697640,0.5444582640,0.0813924410,0.7330148830,0.5313688550,0.0000000000
1.0000000000,14.0000000000,0.1725295250,0.0135563740,0.6234465080,0.5191358590,0.2544563630,0.3669473460,0.0556956440,0.5185014500,0.3712566290,0.8537835650,0.3470398550,0.9473467320,0.5972810320,0.4288064850,0.4013699820,0.8204455700,0.5995842860,0.1356806760,1.0000000000
1.0000000000,15.0000000000,0.3965135590,0.2012412500,0.9681076400,0.8364399820,0.6099766380,0.2446819820,0.7882705140,0.3560168750,0.1250540000,0.5101025890,0.4039659680,0.8656119110,0.4995159910,0.5896484860,0.0149979160,0.8933548280,0.5621224690,0.0284487370,1.0000000000
1.0000000000,16.0000000000,0.0516203630,0.3109125510,0.9092925580,0.7191174680,0.4331670820,0.9971417490,0.2313817090,0.7715889360,0.5930693720,0.1091385280,0.2151174600,0.0518192880,0.2935260400,0.7518454990,0.9224807590,0.6065730340,0.3182088330,0.7188535140,1.0000000000
1.0000000000,17.0000000000,0.8143564360,0.6967738660,0.7028825530,0.9756356770,0.9834848150,0.0311367220,0.9388891430,0.7448460450,0.7522535490,0.4125240500,0.5866564050,0.9416526860,0.2474663840,0.5502108820,0.2298907610,0.6914782390,0.9993059370,0.6470631870,1.0000000000
1.0000000000,18.0000000000,0.5956241210,0.7915312540,0.7941229380,0.4306672840,0.9167781350,0.8977854180,0.7297787680,0.5602039060,0.6589529680,0.8352519120,0.6447588660,0.4442190650,0.8200390980,0.8780554600,0.2384532530,0.4135384400,0.3787264120,0.9730494730,1.0000000000
1.0000000000,19.0000000000,0.4532874680,0.2278141940,0.8689639320,0.8395467700,0.1333494250,0.9513395730,0.1790809540,0.0231524300,0.1448468380,0.6742691760,0.0832725960,0.4372392180,0.2313822550,0.4245534350,0.5786210630,0.1402842370,0.5389089790,0.6203919740,1.0000000000
1.0000000000,20.0000000000,0.3586774930,0.5397639750,0.4082044730,0.3913417660,0.6609844270,0.7302767290,0.4155567780,0.6779696920,0.0922428340,0.4576951000,0.9710495210,0.1166685050,0.8934243140,0.8952803580,0.4121095400,0.0674896410,0.2549493510,0.1467011980,1.0000000000
1.0000000000,21.0000000000,0.7951983420,0.1297865450,0.8818246120,0.5312663010,0.5469967020,0.6265959400,0.6897732440,0.9416511330,0.4664186880,0.0983132620,0.4351432160,0.7303658870,0.8682679370,0.8528196680,0.5259774880,0.7854206050,0.6306026820,0.7409229080,1.0000000000
1.0000000000,22.0000000000,0.5006828590,0.3604467020,0.9391097980,0.1499945640,0.5790399180,0.2974902470,0.9056083240,0.7652321840,0.0268787290,0.6087480290,0.3162488890,0.8426026380,0.3844317660,0.6009998130,0.9414882100,0.9816748880,0.2250527150,0.6926438500,1.0000000000
1.0000000000,23.0000000000,0.0294536960,0.6757246240,0.0249300620,0.1138323000,0.8336855530,0.2681910420,0.9364071550,0.5772687610,0.7283629920,0.8464936220,0.4198484700,0.2862277540,0.7820137750,0.4559991550,0.4508567090,0.9092242390,0.8270979950,0.1259614260,1.0000000000
1.0000000000,24.0000000000,0.2948637220,0.8178695720,0.5484802550,0.9832501520,0.4751693400,0.6722545880,0.1980546880,0.2702498080,0.4539846990,0.7254511260,0.6533506940,0.0990924770,0.3690557320,0.2520570320,0.4260829460,0.3817077760,0.7758205910,0.5618377700,1.0000000000
1.0000000000,25.0000000000,0.4839207170,0.2728252730,0.2880135150,0.4240753190,0.8258667870,0.6867283980,0.3170011380,0.1071755290,0.7610537760,0.7209729630,0.9848388740,0.3452394680,0.1450467350,0.9616943040,0.0215609960,0.1277151480,0.9781764450,0.8775243970,1.0000000000
1.0000000000,26.0000000000,0.7739966270,0.0299948840,0.5009447280,0.1814400990,0.5019070790,0.0171647680,0.6838373190,0.2394357510,0.6948462430,0.7626682350,0.1186196590,0.6940981520,0.4893226370,0.3541289700,0.5278059050,0.7777134100,0.3091171190,0.2627281870,1.0000000000
1.0000000000,27.0000000000,0.4202773960,0.3718718620,0.7422117700,0.0630451510,0.1891598790,0.8461391000,0.8742334450,0.1438190310,0.1562955230,0.3538353600,0.3931206920,0.6338434560,0.7883711920,0.8562844860,0.6020186010,0.1686308210,0.5345217400,0.9875127190,1.0000000000
1.0000000000,28.0000000000,0.5313510450,0.1487871950,0.3450900020,0.0851566770,0.7370069820,0.3453124690,0.1722340350,0.6906704960,0.0974010260,0.1834043530,0.3715737140,0.4807006160,0.5069942440,0.8239682740,0.1467078420,0.5955297370,0.3715913880,0.1998455440,1.0000000000
1.0000000000,29.0000000000,0.3050380560,0.2406702390,0.8307389870,0.0219907880,0.9985495740,0.2944183730,0.7161697250,0.4155495760,0.9214149830,0.1394679710,0.0692558190,0.9814476890,0.2058756600,0.1942184630,0.5011334200,0.1817575520,0.6910838690,0.6157911780,1.0000000000
1.0000000000,30.0000000000,0.2501013950,0.7347718450,0.9376927610,0.8929695530,0.2355619150,0.9824204850,0.5329028290,0.3984518680,0.1956297740,0.8982784590,0.7360311700,0.8890631710,0.9784840930,0.8286471650,0.4426064770,0.4520430460,0.7698833580,0.4358657300,1.0000000000
1.0000000000,31.0000000000,0.3840822580,0.8831487760,0.0292803280,0.3594668580,0.3573816840,0.5262682600,0.0362779930,0.5907546290,0.1375056280,0.0481509180,0.6625208330,0.3380015420,0.3058936500,0.0267616100,0.0309023540,0.3390452750,0.5764790670,0.7595670560,1.0000000000
1.0000000000,32.0000000000,0.7152085370,0.3291583440,0.5760845150,0.0223010760,0.3843422670,0.8226938030,0.7169301350,0.3251973250,0.8546836740,0.3986387900,0.8356728060,0.4679844270,0.0048253060,0.6822743860,0.1142362100,0.5660279050,0.5592041890,0.8027711170,1.0000000000
1.0000000000,33.0000000000,0.6785962220,0.1157381270,0.5291370650,0.1883754720,0.4182221200,0.3333276380,0.1383300190,0.1202003790,0.5325800080,0.9673502280,0.1587513840,0.4747535020,0.1429479520,0.1642710700,0.8090679140,0.7688097020,0.9360326200,0.4023352950,1.0000000000
1.0000000000,34.0000000000,0.7426890860,0.4206454370,0.4319749050,0.6862906000,0.0430776110,0.0418244830,0.9868279160,0.8684100770,0.4141012770,0.5306536550,0.4226704470,0.1823825410,0.8974200620,0.7297266900,0.1582030940,0.8751700290,0.6189531540,0.2183682870,1.0000000000
1.0000000000,35.0000000000,0.0146981950,0.9445659880,0.2457552750,0.6806005160,0.9670004330,0.4497892090,0.5930778480,0.2724894390,0.6764839670,0.7564576150,0.6198692600,0.9092503910,0.7021055750,0.7636034930,0.3769424530,0.4771584630,0.3525732910,0.3281019770,1.0000000000
1.0000000000,36.0000000000,0.1984839450,0.4360489520,0.6682612730,0.9959548590,0.1090885870,0.0349163670,0.2644791330,0.9925288380,0.7006693850,0.4106960960,0.0004189970,0.3095547210,0.7316303520,0.6995165760,0.1433232910,0.2497200260,0.1291106790,0.8233902640,1.0000000000
1.0000000000,37.0000000000,0.4928370520,0.2368964540,0.6368751730,0.5417997120,0.0688640700,0.8603470240,0.4573403720,0.0591651410,0.3824439940,0.3490058780,0.3334927470,0.2980105000,0.7635928020,0.0645411430,0.0007319600,0.7451854260,0.6711011480,0.0056988000,1.0000000000
1.0000000000,38.0000000000,0.9423607050,0.7587183310,0.4758414980,0.8330725920,0.0932497800,0.1610207700,0.8285984250,0.2150007540,0.3925816850,0.6502059470,0.8180599520,0.0167908270,0.3939265450,0.6228427590,0.0682293310,0.5922527710,0.5555322910,0.1028123120,1.0000000000
1.0000000000,39.0000000000,0.4035729120,0.6241810030,0.3522668380,0.6919712400,0.2147736260,0.8145837840,0.4378879730,0.2202445340,0.5748273400,0.2568500980,0.5455546040,0.3600059000,0.0525210260,0.9207055240,0.6768701040,0.8288087910,0.2993362090,0.1217196260,1.0000000000
1.0000000000,40.0000000000,0.1228773400,0.6044383730,0.4919985660,0.1171483660,0.4038138480,0.5914582000,0.6573431180,0.1823104300,0.6548778570,0.5589815920,0.6006181840,0.0349299810,0.7459484380,0.0552278590,0.9511025040,0.7423710890,0.3865190770,0.7845258260,1.0000000000
1.0000000000,41.0000000000,0.8093361760,0.2522511450,0.5540512100,0.0564988490,0.5692489700,0.0538637520,0.4760656050,0.0441429050,0.1545935870,0.2186275110,0.3569897070,0.3829028890,0.2157169610,0.7177047310,0.3246396400,0.7132451680,0.4610345060,0.5221242290,1.0000000000
1.0000000000,42.0000000000,0.9317798570,0.5344873880,0.0723501920,0.5080439440,0.7973506360,0.8549417210,0.5343992840,0.4994212220,0.8658163040,0.5147905920,0.5007260720,0.4104103700,0.5490862720,0.1179085800,0.9013087920,0.2740640940,0.6443232620,0.0387893020,1.0000000000
1.0000000000,43.0000000000,0.3199914050,0.5001857660,0.5425415130,0.5789322900,0.9391266860,0.1875637120,0.6439751530,0.1017678150,0.6103258310,0.3809095140,0.8781049880,0.6816695570,0.9292393270,0.9882416640,0.1363411620,0.1280859210,0.6480928210,0.3845321180,1.0000000000
1.0000000000,44.0000000000,0.6755766800,0.9048707440,0.9654667250,0.7639044380,0.6335588960,0.7593050950,0.2168295130,0.2553406140,0.6652028520,0.3683648590,0.7479017400,0.9349437690,0.9568761010,0.4202954160,0.9869974750,0.9556774230,0.4851084160,0.2064740490,0.0000000000
1.0000000000,45.0000000000,0.1328955970,0.9615894900,0.5147825090,0.8195313420,0.2886443420,0.5289312660,0.7966837710,0.8439419620,0.0371394830,0.4641967760,0.7762845230,0.7752318300,0.1242018220,0.7402315900,0.8839473140,0.2030201780,0.0322777390,0.6887341600,1.0000000000
1.0000000000,46.0000000000,0.3661138480,0.1621446080,0.5592301810,0.8880082650,0.3349364400,0.0899157590,0.4662949910,0.6527526690,0.5412121140,0.4756137990,0.3735460160,0.7096230180,0.6130646490,0.8846604330,0.8756521560,0.5493563060,0.1664648930,0.5377650790,1.0000000000
1.0000000000,47.0000000000,0.1157952480,0.7612141680,0.3441030650,0.7770358220,0.1584583000,0.6646986560,0.5761387040,0.0446865460,0.7741813120,0.4976162930,0.3945746790,0.0678445350,0.0577840170,0.1530441410,0.6138497750,0.2716584460,0.0599703710,0.5952624070,1.0000000000
1.0000000000,48.0000000000,0.8621344400,0.3908906880,0.5992603950,0.8540885270,0.7714604580,0.0607177650,0.3056020840,0.7191934320,0.4901892070,0.6047124080,0.5309329090,0.0598183810,0.6064689020,0.2090658020,0.9612799050,0.7918483400,0.1904880630,0.8435833890,1.0000000000
1.0000000000,49.0000000000,0.7282892930,0.7832552100,0.9599553370,0.0549775270,0.4223018930,0.1895588730,0.7685128440,0.8980060160,0.9401327710,0.6962448000,0.0142543000,0.8487226000,0.2691966840,0.3173348700,0.3653863520,0.7324668470,0.4458719430,0.0031839540,0.0000000000
1.0000000000,50.0000000000,0.8921359990,0.8342649480,0.7324011380,0.3750621610,0.7202751080,0.9392967790,0.2244909470,0.8604460950,0.8667635690,0.8306759330,0.9897707190,0.5752316390,0.4419438340,0.3257600510,0.0090968080,0.9474934680,0.8450730620,0.6392935720,1.0000000000
1.0000000000,51.0000000000,0.3472020390,0.0230736130,0.6656258990,0.9670620640,0.3781278300,0.3363710630,0.8215569610,0.9116181330,0.7889437450,0.8272067180,0.4924240100,0.5669990180,0.6344612580,0.0694074870,0.5140584970,0.3193002180,0.4300151790,0.3048427050,1.0000000000
1.0000000000,52.0000000000,0.4665587120,0.9256304060,0.6045241270,0.3040595280,0.5859365570,0.5416600860,0.8949438820,0.9730582150,0.2495899770,0.7768056350,0.4874793790,0.3666938300,0.0943320840,0.4416791450,0.3561133350,0.6949710980,0.8897750700,0.1803461140,1.0000000000
1.0000000000,53.0000000000,0.6023109240,0.8222516770,0.9145489620,0.2644098310,0.0270935530,0.6911208340,0.9718181190,0.6722512960,0.7240626270,0.7386983790,0.5148349460,0.2444339860,0.0386548920,0.2580816780,0.8175469220,0.6671776200,0.0741851630,0.4670842220,1.0000000000
1.0000000000,54.0000000000,0.6345759710,0.5816435890,0.0536015080,0.2939272830,0.2993818320,0.5342134470,0.1564280960,0.6383715070,0.5573355650,0.5350181670,0.2702666090,0.7548440230,0.9335178600,0.7099164650,0.5891093970,0.8023578460,0.4239208740,0.2567436390,1.0000000000
1.0000000000,55.0000000000,0.6848607020,0.4680956640,0.7095340280,0.9643692700,0.6737978600,0.1310016790,0.7088036280,0.6190740410,0.5242854730,0.2258109220,0.0168697110,0.2374309280,0.6836109710,0.3157218250,0.2500145690,0.0466227520,0.7447353210,0.7631532350,1.0000000000
1.0000000000,56.0000000000,0.8963767880,0.1955399420,0.4614621570,0.7090335150,0.8802155470,0.3231557890,0.2998184150,0.9476493400,0.9857665910,0.1658240020,0.6773656610,0.1999107090,0.0774494480,0.1242032390,0.7561404800,0.2205926990,0.3278882010,0.5563213660,1.0000000000
1.0000000000,57.0000000000,0.1371941270,0.4515363610,0.6290575180,0.2398153140,0.9901600400,0.3567581500,0.3132266120,0.5947767890,0.2157198600,0.6863765300,0.6899500910,0.7196567980,0.1731511770,0.3648549570,0.4284545330,0.9169778170,0.7506961920,0.1577000020,1.0000000000
1.0000000000,58.0000000000,0.9646528820,0.8673152970,0.4369528550,0.0700292320,0.1448747820,0.1992790070,0.7011769950,0.3664105080,0.9646502900,0.1279392880,0.6870262420,0.9714891940,0.0259566840,0.3441355720,0.0997463100,0.2072398470,0.0004651060,0.9491222780,0.0000000000
1.0000000000,59.0000000000,0.4404917990,0.2866896670,0.7506737660,0.8818996960,0.9247100010,0.7771445380,0.9778489400,0.3044832780,0.2062193440,0.7122828080,0.0077721860,0.2013773080,0.0868489560,0.4890292530,0.9322318590,0.7253130770,0.8552018700,0.0717842090,1.0000000000
1.0000000000,60.0000000000,0.2244718030,0.9988148160,0.6609501140,0.7957937900,0.2016602150,0.6458613860,0.5586373940,0.4736199410,0.0170651130,0.0600020410,0.1676840060,0.5535793710,0.2658573800,0.1835130610,0.2775971930,0.6543094400,0.5296659110,0.2943424390,1.0000000000
1.0000000000,61.0000000000,0.2589059110,0.7181179600,0.2379758380,0.2568368560,0.2904914700,0.2790409800,0.3862123760,0.0651320920,0.8840288330,0.4307302440,0.7234152780,0.5229599290,0.6920421890,0.5785699640,0.7508513520,0.8091932960,0.9300439320,0.0547072010,1.0000000000
1.0000000000,62.0000000000,0.5222107100,0.5609676890,0.0483225470,0.8091889230,0.9309703320,0.7867568970,0.0689395900,0.7300297720,0.7820701970,0.2024494690,0.2791060140,0.3724091920,0.4126486940,0.6472675970,0.6791323720,0.8999885770,0.8039167250,0.0251707870,1.0000000000
1.0000000000,63.0000000000,0.6164693870,0.7415955740,0.7816557310,0.0334201530,0.2397465860,0.1497453980,0.4052328860,0.9377970190,0.0630709320,0.0340824270,0.6337583830,0.3193700640,0.9929117090,0.4087461580,0.3858535730,0.5544302420,0.4555470650,0.2504764990,0.0000000000
1.0000000000,64.0000000000,0.1088492560,0.8054217970,0.3880951040,0.2519390280,0.3928070370,0.0885585400,0.3398812460,0.0176191560,0.6004532960,0.5399780070,0.0762217640,0.3507064450,0.9017581340,0.1358155720,0.2568376910,0.4302748750,0.8861829190,0.9433075080,1.0000000000
1.0000000000,65.0000000000,0.4670262790,0.4476492630,0.5655710230,0.3615935170,0.6520160880,0.8016296910,0.7506469360,0.9551249220,0.5342332490,0.8755527830,0.4442254580,0.1288679050,0.9076143970,0.3587591850,0.8954760710,0.7555247750,0.7642451620,0.7786318740,1.0000000000
1.0000000000,66.0000000000,0.6630389860,0.2666486610,0.1050458120,0.9221500280,0.2326579810,0.1201865520,0.0222084360,0.3672093600,0.9369070740,0.5950621450,0.5932291940,0.4183467320,0.3313393240,0.4816101340,0.1946372010,0.7629999900,0.2199250120,0.2334152880,1.0000000000
1.0000000000,67.0000000000,0.1661427350,0.2802683040,0.0688179510,0.7343317990,0.5341255990,0.0138682140,0.1456052920,0.5786645370,0.8952567580,0.8654055620,0.5505635550,0.5053799580,0.7519076540,0.3346147060,0.7675934380,0.1080966960,0.6024843800,0.9030972500,1.0000000000
1.0000000000,68.0000000000,0.5427968950,0.2170610380,0.2703325300,0.6100461300,0.3219212430,0.5717628140,0.2121280530,0.1472028750,0.9495180030,0.0200362430,0.3652110260,0.2134563180,0.3260997420,0.3828509650,0.1253163750,0.9972646660,0.7267880580,0.8146273990,1.0000000000
1.0000000000,69.0000000000,0.3103520890,0.5513526080,0.3302331050,0.6999990010,0.4512012880,0.0012147920,0.5153017090,0.2472037710,0.0862826670,0.2945011850,0.9817311010,0.8555537180,0.2218545980,0.5734231920,0.2177690480,0.5024103840,0.3367156680,0.5502970990,1.0000000000
1.0000000000,70.0000000000,0.5542289360,0.6403166000,0.1791992550,0.9438155470,0.9654350050,0.9079784390,0.2883467350,0.1372209090,0.9311990040,0.4507234160,0.9312483300,0.2686735000,0.7164559770,0.7691752130,0.7762138090,0.9693633510,0.5915929160,0.8523211040,1.0000000000
1.0000000000,71.0000000000,0.0604714000,0.0334731140,0.2745717190,0.3360154630,0.0593980480,0.8759121770,0.6998085000,0.4044128070,0.8602472340,0.1565617600,0.8887663210,0.2104676480,0.5752199380,0.6523411260,0.2101764170,0.5765515630,0.6528192990,0.1913102770,1.0000000000
1.0000000000,72.0000000000,0.8371783960,0.3492089300,0.1391250130,0.9106524750,0.7238734410,0.4361981360,0.4443136530,0.8922696570,0.2758546290,0.5729870940,0.5695744570,0.5932699120,0.6807073840,0.5204216460,0.0730671240,0.1206355470,0.5163079760,0.6600151320,1.0000000000
1.0000000000,73.0000000000,0.2714180710,0.6531086770,0.9927996930,0.7798366850,0.4627407250,0.2256615280,0.5708286470,0.5234503340,0.2231285850,0.1519258240,0.4598888250,0.1895876620,0.6733394470,0.1095511970,0.5347343750,0.7101321580,0.8314597940,0.8981939430,1.0000000000
1.0000000000,74.0000000000,0.0239211810,0.7885004460,0.3927449690,0.8621120790,0.8153758760,0.6310749790,0.4700863090,0.5285640540,0.9795345580,0.6494641840,0.3843474910,0.1756527660,0.3442393310,0.7013590330,0.3019363260,0.9392676530,0.3164151100,0.7017660630,1.0000000000
1.0000000000,75.0000000000,0.2738130750,0.6082931750,0.1682833380,0.6763517190,0.0137155260,0.8191800380,0.5414935210,0.4934683280,0.1804079490,0.6121116270,0.4655312760,0.9022603180,0.6315844540,0.0990889140,0.5426841860,0.1636125630,0.8163581460,0.7119088570,1.0000000000
1.0000000000,76.0000000000,0.4984385570,0.5182901910,0.0158442910,0.0393335460,0.8033730240,0.7417960090,0.9049285240,0.0380762210,0.2709159240,0.6616550430,0.1419623850,0.8044055740,0.4782407980,0.9799432570,0.7276463190,0.3476588370,0.9888525330,0.4479373390,1.0000000000
1.0000000000,77.0000000000,0.2883446730,0.9435316310,0.7975736500,0.8038574900,0.6327012410,0.2205548490,0.4260664210,0.5635848460,0.7973554070,0.1036949080,0.8537517950,0.9841026010,0.0667133150,0.3964096350,0.6927159080,0.1883506750,0.9056097410,0.3500737880,1.0000000000
1.0000000000,78.0000000000,0.9067363510,0.8456112970,0.0338895880,0.3829484340,0.6456349290,0.9327914130,0.0400954220,0.5496315000,0.2177787850,0.9230081110,0.3533178530,0.8285811660,0.8652057940,0.0840831930,0.3674326340,0.5371264150,0.0875757650,0.2723034620,0.0000000000
1.0000000000,79.0000000000,0.7907570660,0.0964385100,0.3761660320,0.3234351750,0.2716446050,0.9157584610,0.0965771600,0.6722090780,0.9112000800,0.3217881980,0.2367708340,0.4030097950,0.6197758670,0.5020645080,0.9984825520,0.1608388510,0.2648504950,0.4786641840,1.0000000000
1.0000000000,80.0000000000,0.6442591730,0.9690217200,0.8156324480,0.5612096510,0.7781057630,0.4543465970,0.9183610220,0.8099181750,0.2547016370,0.4193131530,0.7809021510,0.0153046510,0.4322294410,0.7725088100,0.5220239640,0.0772065170,0.1728646780,0.8473593440,1.0000000000
1.0000000000,81.0000000000,0.2441184410,0.1772086200,0.2918096550,0.3975735900,0.4936667770,0.3138442930,0.8535881130,0.5049780970,0.7690693320,0.8697961050,0.9553747870,0.8143879340,0.3345158910,0.5056037280,0.3808750290,0.7009907750,0.3427926810,0.7090218850,1.0000000000
1.0000000000,82.0000000000,0.8051801160,0.0699654030,0.3140340620,0.1372496330,0.0299128820,0.3777602840,0.8871318670,0.1647774070,0.4324796460,0.0690084150,0.8914426190,0.4315700140,0.0786513110,0.7333488660,0.4930080530,0.5666959200,0.0470511510,0.3201879940,1.0000000000
1.0000000000,83.0000000000,0.6715868660,0.7302045530,0.9498885290,0.2741129640,0.8213635730,0.9904504730,0.0458886790,0.1151009090,0.1683432770,0.0095198990,0.8238032220,0.5328302030,0.6034781020,0.0764250970,0.2408446440,0.4381377000,0.8661150930,0.1090188210,1.0000000000
1.0000000000,84.0000000000,0.5794017780,0.5101605630,0.2218748010,0.5554859380,0.6890320580,0.0764601660,0.2490881340,0.2651306950,0.8934724470,0.5445386650,0.5107092090,0.1275229170,0.6665176700,0.9438911360,0.6068178260,0.9891294640,0.1881989810,0.9072117550,1.0000000000
1.0000000000,85.0000000000,0.9773051680,0.5972177400,0.3090784820,0.9835144240,0.2794997820,0.9003348320,0.7601576570,0.2049498800,0.5643390680,0.7554810120,0.8623973530,0.7031690790,0.5545443350,0.3279320030,0.8292219730,0.0549884030,0.9777086740,0.5047563560,0.0000000000
1.0000000000,86.0000000000,0.4730988710,0.9791956150,0.2563435010,0.0119558510,0.5531948510,0.5547622300,0.5831264480,0.9225510490,0.4682775980,0.7685336180,0.9134890210,0.1837611400,0.8393400670,0.2858044670,0.9070197270,0.4617652570,0.6351964890,0.0210742540,0.0000000000
1.0000000000,87.0000000000,0.5080784290,0.5689522840,0.0109882860,0.3516618260,0.8957446280,0.6824881920,0.9984589500,0.4383826700,0.3004045790,0.3380914800,0.1798094250,0.2290322710,0.1887104400,0.8441929460,0.3907627670,0.2831389480,0.5000864990,0.3070065810,1.0000000000
1.0000000000,88.0000000000,0.4828912390,0.9179508470,0.5700381520,0.4661171700,0.1127348700,0.9264289110,0.2573351140,0.1252653190,0.4268027980,0.9954094160,0.0280723870,0.3006121190,0.0113462480,0.6066094970,0.6966400270,0.4448919250,0.5212618000,0.7321272380,1.0000000000
1.0000000000,89.0000000000,0.5499418850,0.9886039250,0.3815338500,0.6014244660,0.1311956270,0.2088424400,0.8098480330,0.9288021190,0.6899692170,0.6679659500,0.2048413540,0.6251134970,0.0468505770,0.5430815710,0.1038493530,0.6111933420,0.7031751660,0.3723348370,1.0000000000
1.0000000000,90.0000000000,0.6299261700,0.0089943650,0.5798330480,0.7540402910,0.3249196680,0.3648200930,0.0937815430,0.6964639240,0.0742784110,0.8161836980,0.8440583330,0.5788369180,0.0998531100,0.8122969890,0.8582797730,0.6048155120,0.5273962130,0.3803902040,1.0000000000
1.0000000000,91.0000000000,0.6930582500,0.0583442110,0.6964379620,0.4741314810,0.8681948960,0.8099911910,0.8903171450,0.9849344810,0.3510778100,0.4349438490,0.1314959410,0.1402736920,0.7104614350,0.1126053710,0.6333210190,0.4423304190,0.9654425710,0.9506727940,1.0000000000
1.0000000000,92.0000000000,0.9177811000,0.3128222430,0.6202487930,0.3870471340,0.4433841260,0.8937019410,0.5003723820,0.5547628740,0.1660146740,0.9119345980,0.4093314000,0.5630115860,0.3215299620,0.4764388240,0.0849843500,0.4861947750,0.0672621010,0.8636097420,1.0000000000
1.0000000000,93.0000000000,0.9697996560,0.6914159960,0.5260290760,0.0823637810,0.1046760150,0.7894024330,0.8054335710,0.6311102010,0.5971286290,0.2919826830,0.4132477800,0.6544707250,0.8730859400,0.0787490840,0.5705247490,0.6394295150,0.6780068620,0.9910405200,0.0000000000
1.0000000000,94.0000000000,0.0012544330,0.9358952510,0.7696105510,0.7926170420,0.3531927950,0.6674483030,0.8161398450,0.9641801330,0.7112454760,0.5840916880,0.1652946410,0.8093501970,0.2876081260,0.9918668700,0.8899274670,0.5300992810,0.8982295120,0.8802784130,1.0000000000
